FIPS,CLG,CLC,DIV,CLH,RSI,FSI,FSG,FSV,FSP,FSC,MSI,MSH,MSD,MSS,MSM,ESA,ESI,GPS,GPT,GPE,RFS,FIndex,EIndex,MIndex,GIndex,SIIndex
12001000902,0.7282,0.9904,0.9995,1.5469169573619093,0.3639,0.8358,0.0,0.0132,0.0017,0.008669343108163146,0.0,0.0002,0.5341478069297015,0.0,0.2458,0.9240848169633927,0.0,0.0,0.0,2.9978974769723665,0.5344957162182474,0.14322822385136053,0.46204240848169637,0.15602956138594032,0.3330997196635963,0.299925
12001001000,0.9834,0.6046,0.249,0.9305593896654705,0.017,0.4662,0.2283,0.0689,0.116,0.24041426659684648,0.0,0.0079,0.3096334868816342,0.0,0.1212,0.7958591718343668,0.5965,1.5123,2.3676,2.6906287545054064,0.30983516208226863,0.1866357110994744,0.6961795859171834,0.08774669737632686,0.7300587505006008,0.269925
12001001100,0.3021,0.0344,0.2109,0.33573418325093485,0.1215,0.0918,0.7376,0.7007,0.5405,1.3263513120381685,0.3008,0.7286,0.3475866212697777,0.1555,0.2292,0.5827165433086617,0.5564,1.1846999999999999,1.5489,0.0,0.5036324465153565,0.5661585520063613,0.5695582716543308,0.3523373242539556,0.30373333333333336,0.267625
12001001201,0.2038,0.5056,0.3343,0.653248676186413,0.2578,0.2854,0.6001,0.4462,0.228,0.8791528480828533,0.2367,0.1475,0.5408572000801122,0.2271,0.3833,0.38817763552710544,0.0,0.0,1.6350000000000002,0.0,0.7687759907811013,0.4064754746804755,0.19408881776355272,0.3070914400160224,0.1816666666666667,0.19497499999999998
12001001202,0.292,0.1297,0.213,0.42362034783045144,0.2093,0.1392,0.3735,0.2871,0.3303,0.7142607784953745,0.2367,0.0589,0.47907069897856996,0.2902,0.3845,0.6223244648929785,0.4734,1.0757999999999999,1.3542,1.5847016419703643,0.7701788666766871,0.3073934630825624,0.5478622324464892,0.28987413979571397,0.4460779602189293,0.26465
12001001203,0.7907,0.1297,0.4606,0.8980851757974251,0.4083,0.4475,0.1486,0.38,0.2402,0.7716297201373131,0.5574,0.0785,0.5158221510114159,0.3231,0.4193,0.656631326265253,0.0,0.6252,1.6506,2.049659591509812,0.8399218397715316,0.3313216200228855,0.3283156631326265,0.3788244302022832,0.480606621278868,0.3533
12001001400,0.8125,0.6536,0.9366,1.6305368032725174,0.8459,0.875,0.0874,0.38,0.7353,1.0925117821609356,0.675,0.3846,0.7701782495493691,0.0,0.385,0.17453490698139626,0.6758,0.0,2.0076,2.9552462955546654,0.7706798937822537,0.5283686303601559,0.4251674534906981,0.4429556499098739,0.5514273661727407,0.767925
12001001514,0.9844,0.245,0.5379,0.9827088613948352,0.1906,0.5006,0.0043,0.0427,0.0257,0.13225112003258277,0.1546,0.0043,0.4840777087923092,0.1805,0.3241,0.963492698539708,0.4867,0.0,2.2089,2.392971565879055,0.6652637907710808,0.11759185333876378,0.725096349269854,0.22951554175846184,0.5113190628754505,0.333125
12001001515,0.9923,0.877,0.9337,1.6318417948653599,0.4482,0.8764,0.0048,0.0427,0.0197,0.13824402164426602,0.1704,0.0046,0.6280793110354496,0.5905,0.6407,0.8470694138827766,0.4867,0.0,2.6619,0.0,1.2202014128964378,0.180307336940711,0.6668847069413883,0.4068558622070899,0.2957666666666667,0.495425
12001001516,0.9938,0.46,0.9445,1.3161844053504654,0.224,0.7035,0.0026,0.0931,0.141,0.42293593995461687,0.4902,0.0171,0.6586220708992588,0.2902,0.4866,0.8988797759551911,0.4372,1.2804,2.2485,0.0,0.9498471867328022,0.2271893233257695,0.6680398879775955,0.38854441417985175,0.3921,0.463725
12001001517,0.9837,0.5496,0.922,1.320450724019374,0.1755,0.7067,0.0197,0.0883,0.0115,0.20288590213533486,0.2292,0.0062,0.5264370118165431,0.3231,0.4256,0.8378675735147029,0.528,1.4646000000000001,2.0943,2.617941529835803,0.8505436144095395,0.17151431702255582,0.6829337867573515,0.30210740236330863,0.6863157255373115,0.40985
12001001519,0.9976,0.9335,0.9822,1.5672949030039902,0.2093,0.8461,0.0036,0.0293,0.0074,0.22511200325827663,0.3466,0.0072,0.7278189465251351,0.2271,0.4909,0.9461892378475695,0.0,1.7988,2.9013,0.0,0.9558595119995992,0.1852520005430461,0.47309461892378474,0.35992378930502705,0.5222333333333333,0.3505
